idx,is_inclusive,premise,question,label
803,2,Neither Alan is not irritable nor Reagan is distraught. Reagan is not distraught.,Reagan is distraught,1
804,2,Neither Alan is not irritable nor Reagan is distraught. Reagan is not distraught.,Reagan is not distraught,0
805,0,Either Jere is not reclusive or Wanda is not confident. Jere is reclusive.,Jere is reclusive,1
806,0,Either Jere is not reclusive or Wanda is not confident. Jere is reclusive.,Jere is not reclusive,0
807,0,Either Jere is not reclusive or Wanda is not confident. Jere is reclusive.,Wanda is confident,0
808,0,Either Jere is not reclusive or Wanda is not confident. Jere is reclusive.,Wanda is not confident,1
809,1,Mannie is not warm or Dorotha is tired. Mannie is warm.,Mannie is warm,1
810,1,Mannie is not warm or Dorotha is tired. Mannie is warm.,Mannie is not warm,0
811,1,Mannie is not warm or Dorotha is tired. Mannie is warm.,Dorotha is tired,1
812,1,Mannie is not warm or Dorotha is tired. Mannie is warm.,Dorotha is not tired,0
813,0,Either Winfred is not moronic or Paul is not cheerful. Winfred is not moronic.,Winfred is moronic,0
814,0,Either Winfred is not moronic or Paul is not cheerful. Winfred is not moronic.,Winfred is not moronic,1
815,0,Either Winfred is not moronic or Paul is not cheerful. Winfred is not moronic.,Paul is cheerful,1
816,0,Either Winfred is not moronic or Paul is not cheerful. Winfred is not moronic.,Paul is not cheerful,0
817,2,Neither Lawrence is drowsy nor Adan is not testy. Lawrence is not drowsy.,Lawrence is drowsy,0
818,2,Neither Lawrence is drowsy nor Adan is not testy. Lawrence is not drowsy.,Lawrence is not drowsy,1
819,2,Neither Lawrence is drowsy nor Adan is not testy. Lawrence is not drowsy.,Adan is testy,1
820,2,Neither Lawrence is drowsy nor Adan is not testy. Lawrence is not drowsy.,Adan is not testy,0
821,1,Denzel is cool or Jolene is willing. Denzel is not cool.,Denzel is cool,0
822,1,Denzel is cool or Jolene is willing. Denzel is not cool.,Denzel is not cool,1
823,1,Denzel is cool or Jolene is willing. Denzel is not cool.,Jolene is willing,1
824,1,Denzel is cool or Jolene is willing. Denzel is not cool.,Jolene is not willing,0
825,0,Either Susie is coherent or Chris is natural. Chris is natural.,Susie is coherent,0
826,0,Either Susie is coherent or Chris is natural. Chris is natural.,Susie is not coherent,1
827,0,Either Susie is coherent or Chris is natural. Chris is natural.,Chris is natural,1
828,0,Either Susie is coherent or Chris is natural. Chris is natural.,Chris is not natural,0
829,1,Rayford is unhelpful or Stella is not generous. Stella is generous.,Rayford is unhelpful,1
830,1,Rayford is unhelpful or Stella is not generous. Stella is generous.,Rayford is not unhelpful,0
831,1,Rayford is unhelpful or Stella is not generous. Stella is generous.,Stella is generous,1
832,1,Rayford is unhelpful or Stella is not generous. Stella is generous.,Stella is not generous,0
833,0,Either Jeannine is not nervous or Everett is not discreet. Everett is not discreet.,Jeannine is nervous,1
834,0,Either Jeannine is not nervous or Everett is not discreet. Everett is not discreet.,Jeannine is not nervous,0
835,0,Either Jeannine is not nervous or Everett is not discreet. Everett is not discreet.,Everett is discreet,0
836,0,Either Jeannine is not nervous or Everett is not discreet. Everett is not discreet.,Everett is not discreet,1
837,1,Dion is not disruptive or Elliott is cool. Elliott is not cool.,Dion is disruptive,0
838,1,Dion is not disruptive or Elliott is cool. Elliott is not cool.,Dion is not disruptive,1
839,1,Dion is not disruptive or Elliott is cool. Elliott is not cool.,Elliott is cool,0
840,1,Dion is not disruptive or Elliott is cool. Elliott is not cool.,Elliott is not cool,1
841,1,Terry is not fussy or Jaron is alert. Jaron is alert.,Terry is fussy,1
842,1,Terry is not fussy or Jaron is alert. Jaron is alert.,Terry is not fussy,1
843,1,Terry is not fussy or Jaron is alert. Jaron is alert.,Jaron is alert,1
844,1,Terry is not fussy or Jaron is alert. Jaron is alert.,Jaron is not alert,0
845,1,Kwame is snazzy or Fletcher is slothful. Fletcher is not slothful.,Kwame is snazzy,1
846,1,Kwame is snazzy or Fletcher is slothful. Fletcher is not slothful.,Kwame is not snazzy,0
847,1,Kwame is snazzy or Fletcher is slothful. Fletcher is not slothful.,Fletcher is slothful,0
848,1,Kwame is snazzy or Fletcher is slothful. Fletcher is not slothful.,Fletcher is not slothful,1
849,0,Either Stanislaus is positive or Felipe is cheerful. Stanislaus is not positive.,Stanislaus is positive,0
850,0,Either Stanislaus is positive or Felipe is cheerful. Stanislaus is not positive.,Stanislaus is not positive,1
851,0,Either Stanislaus is positive or Felipe is cheerful. Stanislaus is not positive.,Felipe is cheerful,1
852,0,Either Stanislaus is positive or Felipe is cheerful. Stanislaus is not positive.,Felipe is not cheerful,0
853,1,William is prejudiced or Felipe is not love-lorn. William is prejudiced.,William is prejudiced,1
854,1,William is prejudiced or Felipe is not love-lorn. William is prejudiced.,William is not prejudiced,0
855,1,William is prejudiced or Felipe is not love-lorn. William is prejudiced.,Felipe is love-lorn,1
856,1,William is prejudiced or Felipe is not love-lorn. William is prejudiced.,Felipe is not love-lorn,1
857,2,Neither Gus is funny nor Albert is eager. Gus is not funny.,Gus is funny,0
858,2,Neither Gus is funny nor Albert is eager. Gus is not funny.,Gus is not funny,1
859,2,Neither Gus is funny nor Albert is eager. Gus is not funny.,Albert is eager,0
860,2,Neither Gus is funny nor Albert is eager. Gus is not funny.,Albert is not eager,1
861,1,Iva is not irascible or Margarita is friendly. Iva is not irascible.,Iva is irascible,0
862,1,Iva is not irascible or Margarita is friendly. Iva is not irascible.,Iva is not irascible,1
863,1,Iva is not irascible or Margarita is friendly. Iva is not irascible.,Margarita is friendly,1
864,1,Iva is not irascible or Margarita is friendly. Iva is not irascible.,Margarita is not friendly,1
865,0,Either Weldon is cowardly or Frederic is not helpful. Frederic is helpful.,Weldon is cowardly,1
866,0,Either Weldon is cowardly or Frederic is not helpful. Frederic is helpful.,Weldon is not cowardly,0
867,0,Either Weldon is cowardly or Frederic is not helpful. Frederic is helpful.,Frederic is helpful,1
868,0,Either Weldon is cowardly or Frederic is not helpful. Frederic is helpful.,Frederic is not helpful,0
869,2,Neither David is not somber nor Naomi is not tactful. Naomi is tactful.,David is somber,1
870,2,Neither David is not somber nor Naomi is not tactful. Naomi is tactful.,David is not somber,0
871,2,Neither David is not somber nor Naomi is not tactful. Naomi is tactful.,Naomi is tactful,1
872,2,Neither David is not somber nor Naomi is not tactful. Naomi is tactful.,Naomi is not tactful,0
873,2,Neither Meredith is helpful nor Rachael is snobby. Rachael is not snobby.,Meredith is helpful,0
874,2,Neither Meredith is helpful nor Rachael is snobby. Rachael is not snobby.,Meredith is not helpful,1
875,2,Neither Meredith is helpful nor Rachael is snobby. Rachael is not snobby.,Rachael is snobby,0
876,2,Neither Meredith is helpful nor Rachael is snobby. Rachael is not snobby.,Rachael is not snobby,1
877,0,Either Paula is suspicious or Delma is not callous. Delma is callous.,Paula is suspicious,1
878,0,Either Paula is suspicious or Delma is not callous. Delma is callous.,Paula is not suspicious,0
879,0,Either Paula is suspicious or Delma is not callous. Delma is callous.,Delma is callous,1
880,0,Either Paula is suspicious or Delma is not callous. Delma is callous.,Delma is not callous,0
881,0,Either Silvio is joyous or Alan is sensible. Alan is not sensible.,Silvio is joyous,1
882,0,Either Silvio is joyous or Alan is sensible. Alan is not sensible.,Silvio is not joyous,0
883,0,Either Silvio is joyous or Alan is sensible. Alan is not sensible.,Alan is sensible,0
884,0,Either Silvio is joyous or Alan is sensible. Alan is not sensible.,Alan is not sensible,1
885,1,Susanna is not sincere or Douglas is not obnoxious. Douglas is not obnoxious.,Susanna is sincere,1
886,1,Susanna is not sincere or Douglas is not obnoxious. Douglas is not obnoxious.,Susanna is not sincere,1
887,1,Susanna is not sincere or Douglas is not obnoxious. Douglas is not obnoxious.,Douglas is obnoxious,0
888,1,Susanna is not sincere or Douglas is not obnoxious. Douglas is not obnoxious.,Douglas is not obnoxious,1
889,0,Either Reid is delicate or Conrad is deft. Conrad is deft.,Reid is delicate,0
890,0,Either Reid is delicate or Conrad is deft. Conrad is deft.,Reid is not delicate,1
891,0,Either Reid is delicate or Conrad is deft. Conrad is deft.,Conrad is deft,1
892,0,Either Reid is delicate or Conrad is deft. Conrad is deft.,Conrad is not deft,0
893,0,Either Timmothy is reserved or Donna is not moronic. Timmothy is not reserved.,Timmothy is reserved,0
894,0,Either Timmothy is reserved or Donna is not moronic. Timmothy is not reserved.,Timmothy is not reserved,1
895,0,Either Timmothy is reserved or Donna is not moronic. Timmothy is not reserved.,Donna is moronic,0
896,0,Either Timmothy is reserved or Donna is not moronic. Timmothy is not reserved.,Donna is not moronic,1
897,0,Either Titus is steady or Noreen is nasty. Noreen is not nasty.,Titus is steady,1
898,0,Either Titus is steady or Noreen is nasty. Noreen is not nasty.,Titus is not steady,0
899,0,Either Titus is steady or Noreen is nasty. Noreen is not nasty.,Noreen is nasty,0
900,0,Either Titus is steady or Noreen is nasty. Noreen is not nasty.,Noreen is not nasty,1
901,0,Either Minerva is not naughty or Mauricio is not incisive. Minerva is not naughty.,Minerva is naughty,0
902,0,Either Minerva is not naughty or Mauricio is not incisive. Minerva is not naughty.,Minerva is not naughty,1
903,0,Either Minerva is not naughty or Mauricio is not incisive. Minerva is not naughty.,Mauricio is incisive,1
904,0,Either Minerva is not naughty or Mauricio is not incisive. Minerva is not naughty.,Mauricio is not incisive,0
905,1,Ross is cold or Reginald is not timid. Reginald is timid.,Ross is cold,1
906,1,Ross is cold or Reginald is not timid. Reginald is timid.,Ross is not cold,0
907,1,Ross is cold or Reginald is not timid. Reginald is timid.,Reginald is timid,1
908,1,Ross is cold or Reginald is not timid. Reginald is timid.,Reginald is not timid,0
909,0,Either Deon is clumsy or Valorie is petulant. Deon is not clumsy.,Deon is clumsy,0
910,0,Either Deon is clumsy or Valorie is petulant. Deon is not clumsy.,Deon is not clumsy,1
911,0,Either Deon is clumsy or Valorie is petulant. Deon is not clumsy.,Valorie is petulant,1
912,0,Either Deon is clumsy or Valorie is petulant. Deon is not clumsy.,Valorie is not petulant,0
913,1,Delton is not logical or Libby is not easy-going. Delton is not logical.,Delton is logical,0
914,1,Delton is not logical or Libby is not easy-going. Delton is not logical.,Delton is not logical,1
915,1,Delton is not logical or Libby is not easy-going. Delton is not logical.,Libby is easy-going,1
916,1,Delton is not logical or Libby is not easy-going. Delton is not logical.,Libby is not easy-going,1
917,0,Either Ida is not realistic or Willa is not irritable. Ida is realistic.,Ida is realistic,1
918,0,Either Ida is not realistic or Willa is not irritable. Ida is realistic.,Ida is not realistic,0
919,0,Either Ida is not realistic or Willa is not irritable. Ida is realistic.,Willa is irritable,0
920,0,Either Ida is not realistic or Willa is not irritable. Ida is realistic.,Willa is not irritable,1
921,1,George is evasive or Isiah is not cruel. Isiah is cruel.,George is evasive,1
922,1,George is evasive or Isiah is not cruel. Isiah is cruel.,George is not evasive,0
923,1,George is evasive or Isiah is not cruel. Isiah is cruel.,Isiah is cruel,1
924,1,George is evasive or Isiah is not cruel. Isiah is cruel.,Isiah is not cruel,0
925,0,Either Herbert is cheerful or Lonzo is lively. Lonzo is lively.,Herbert is cheerful,0
926,0,Either Herbert is cheerful or Lonzo is lively. Lonzo is lively.,Herbert is not cheerful,1
927,0,Either Herbert is cheerful or Lonzo is lively. Lonzo is lively.,Lonzo is lively,1
928,0,Either Herbert is cheerful or Lonzo is lively. Lonzo is lively.,Lonzo is not lively,0
929,1,Artis is civil or Junior is not timid. Artis is civil.,Artis is civil,1
930,1,Artis is civil or Junior is not timid. Artis is civil.,Artis is not civil,0
931,1,Artis is civil or Junior is not timid. Artis is civil.,Junior is timid,1
932,1,Artis is civil or Junior is not timid. Artis is civil.,Junior is not timid,1
933,2,Neither Baxter is not sober nor Kristopher is not unhelpful. Baxter is sober.,Baxter is sober,1
934,2,Neither Baxter is not sober nor Kristopher is not unhelpful. Baxter is sober.,Baxter is not sober,0
935,2,Neither Baxter is not sober nor Kristopher is not unhelpful. Baxter is sober.,Kristopher is unhelpful,1
936,2,Neither Baxter is not sober nor Kristopher is not unhelpful. Baxter is sober.,Kristopher is not unhelpful,0
937,1,Dejuan is not picky or Sophia is sour. Sophia is not sour.,Dejuan is picky,0
938,1,Dejuan is not picky or Sophia is sour. Sophia is not sour.,Dejuan is not picky,1
939,1,Dejuan is not picky or Sophia is sour. Sophia is not sour.,Sophia is sour,0
940,1,Dejuan is not picky or Sophia is sour. Sophia is not sour.,Sophia is not sour,1
941,0,Either Rosalia is not orderly or Zenobia is not petulant. Rosalia is not orderly.,Rosalia is orderly,0
942,0,Either Rosalia is not orderly or Zenobia is not petulant. Rosalia is not orderly.,Rosalia is not orderly,1
943,0,Either Rosalia is not orderly or Zenobia is not petulant. Rosalia is not orderly.,Zenobia is petulant,1
944,0,Either Rosalia is not orderly or Zenobia is not petulant. Rosalia is not orderly.,Zenobia is not petulant,0
945,2,Neither Everette is not jocular nor Juliet is easy-going. Everette is jocular.,Everette is jocular,1
946,2,Neither Everette is not jocular nor Juliet is easy-going. Everette is jocular.,Everette is not jocular,0
947,2,Neither Everette is not jocular nor Juliet is easy-going. Everette is jocular.,Juliet is easy-going,0
948,2,Neither Everette is not jocular nor Juliet is easy-going. Everette is jocular.,Juliet is not easy-going,0
949,1,Maxwell is fastidious or Fronie is not willing. Maxwell is fastidious.,Maxwell is fastidious,1
950,1,Maxwell is fastidious or Fronie is not willing. Maxwell is fastidious.,Maxwell is not fastidious,0
951,1,Maxwell is fastidious or Fronie is not willing. Maxwell is fastidious.,Fronie is willing,1
952,1,Maxwell is fastidious or Fronie is not willing. Maxwell is fastidious.,Fronie is not willing,1
953,2,Neither Nila is sensible nor Antonio is sharp. Nila is not sensible.,Nila is sensible,0
954,2,Neither Nila is sensible nor Antonio is sharp. Nila is not sensible.,Nila is not sensible,1
955,2,Neither Nila is sensible nor Antonio is sharp. Nila is not sensible.,Antonio is sharp,0
956,2,Neither Nila is sensible nor Antonio is sharp. Nila is not sensible.,Antonio is not sharp,1
957,1,Neal is decisive or Terence is not musical. Terence is not musical.,Neal is decisive,1
